objectid,display_template,title,date,location,Publisher,longitude,latitude,subject,editor,creator,note,call_number,provenance,binding_description,local_note
buch_090,record,Almanach der deutschen Musen ,1770,Leipzig, n.p.,,,Calendar ; poetry ; stories. ,,,,PT19.A4 v3,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former owner's inscription: [illegible].,1/4 calf with daubed paste paper over boards; blue edges. ,
buch_091,record,Almanach der deutschen Musen ,1773,Leipzig, der Schwickertschen Buchhandlung,,,Poetry ; Stories,,Gleim,,PT19.A4 v4,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus],1/4 calf with daubed paste paper over boards; blue edges. ,
buch_092,record,Almanach der deutschen Musen ,1777,Leipzig, Weygandschen Buchhandlung,,,Calendar ; books reviews ; poetry.,,Gleim & Heinse,,PT19 .A4 v8,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former's owner's inscription: [illegible],1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,
buch_093,record,Almanach der deutschen Musen ,1776,Leipzig, Weygandschen Buchhandlung,,,Calendar ; books reviews ; poetry.,,"Goethe, Gleim, Herder.",,PT19 .A4 v7,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former's owner's inscription: [illegible]; former's owner's manuscript: [tallies].,1/4 calf with daubed paste paper over boards; blue edges. ,
buch_094,record,Almanach der deutschen Musen ,1775,Leipzig, Schwickertschen Verlage,,,Book reviews ; poetry. ,,Gleim,Review of Goethe's Wether on p. 75,PT19 .A4 v6,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former's owner's inscription: [illegible],1/4 calf with daubed paste paper over boards; blue edges. ,
buch_095,record,Almanach der deutschen Musen ,1774,Leipzig, Schwickertschen Verlage,,,Book reviews ; poetry. ,,Gleim; Jacobi.,,PT19 .A4 v5,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus]; former's owner's inscription: [illegible],1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,
buch_096,record,Almanach der deutschen Musen ,1778,Leipzig, Weygandschen Buchhandlung,,,Calendar ; book reviews ; poetry,,Gleim; Heinse.,,PT19 .A4 v9,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus].,1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,
buch_097,record,Almanach der deutschen Musen ,1779,Leipzig, Weygandschen Buchhandlung,,,Book reviews ; poetry.,,Gleim.,,PT19 .A4 v10,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus].,1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,
buch_098,record,Almanach der deutschen Musen ,1780,Leipzig, Weygandschen Buchhandlung,,,Book reviews ; poetry.,,Gleim.,,PT19 .A4 v11 c.2,Former owner's bookplate [two lions; siccrescant meaillia]; ,1/4 calf with brown spattered paste paper over boards; red edges; gold detailing on spine. ,
buch_099,record,Almanach der deutschen Musen ,1780,Leipzig, Weygandschen Buchhandlung,,,Book reviews ; poetry.,,Gleim. ,C.1 & C.2 are identical except for binding.,PT19 .A4 v11 c.1,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus].,1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,
buch_100,record,Almanach der deutschen Musen ,1781,Leipzig, Weygandschen Buchhandlung,,,Book reviews ; poetry.,,,,PT19 .A4 v12,Former owner's bookplate [two marble busts]; former owner's bookplate [Illustration; Inter Folia Fructus].,1/4 calf with daubed paste paper over boards; blue edges; waste paper spine.,
buch_101,record,Almanach der Liebe und Freundschaft 1829,1829,Wien, Verlag des F. Pfautsch,,,Calendar ; poetry ; stories. Fashion plates.,,,,PT19. A407,Heavy annotation in pen and pencil throughout.,Brown plaid calf leather with metal and mother of pearl shield on front cover; remains of a metal clasp; gilt edges.,6 hand-colored engravings. 
buch_102,record,"Almanach der neuesten Fortschritte, Erfindungen und Entdeckungen in den spekulativen und positiven Wissenschaften.",1802,Erfurt, Georg Adam Keyser,,,Science ; philosophy ; theology,"Bellermann, J. J.",,,PT19. A408,"Former owner's inscription: XLIV, [illegible], 1814.",1/4 calf with spattered brown paste paper over boards; red edges; gold detailing on spine.,
buch_103,record,Almanach der Novellen und Sagen,1831,Halberstadt & Leipzig, Carl Brüggemann & Otto Wigands Verlag,,,Novellas,"Bronikowski, Alexander.",,,PT19. A409 v1+2,,Spanish marbled paper over boards; spattered edges. ,
buch_104,record,Almanach der Novellen und Sagen,1831,Halberstadt & Leipzig, Carl Brüggemann & Otto Wigands Verlag,,,Novellas.,"Bronikowski, Alexander.","Marsano, W; Adolphi, M.",,PT19. A409 v3+4,,Spanish marbled paper over boards; spattered edges. ,
buch_105,record,Almanach der Parodieen und Travestien.,1826,Leipzig, Taubert'sche Buchhandlung,,,Humor ; poetry.,"Solbrig, C. F.",Goethe; Koetzebue; Schiller. ,,PT19.A41 v.2,Former owner's inscription: [C.] F. Kraipelien,Illustrated tan paper over boards; gilt edges.,
buch_106,record,Almanach der Parodieen und Travestien. Zweyter Almanach.,1818,Leipzig, Carl Friedrich Franz,,,Humor ; poetry.,"Roeller, M. Gottfr. Guenth.",Schiller; Bürger; Pfeffel; Körner.,,Pt19.A41 v.1,Former owner's inscription: [G.] Brandauer; former owner's stamp: [illegible]; former owner's inscription: [illegible].,Illustrated blue paper over boards; gilt edges. ,
buch_107,record,"Almanach der Weisheit, der Tugend und des Erdenglücks. Ein Mitgabe fuer Diejenigen des weiblichen Geschlechts.",1823,Quedlinburg & Leipzig, Gottfried Basse,,,Calendar,,,,PT19.A416,,"Maroon cloth, original illustrated yellow wrappers bound in.",
buch_108,record,Almanach dramatischer Spiele für das Jahr 1834,1834,Wien, Franz Tendler,,,Drama.,Lembert.,,,PT19.A42 v1,,Blue decorated pink paper over boards; black spattered edges. ,
buch_109,record,Almanach dramatischer Spiele fuer das Jahr 1836,1836,Wien, Franz Tendler,,,Drama. ,Lembert.,,,PT19.A42 v2,Former owner's inscription: [illegible].,Decorated blue paper over boards. ,
buch_110,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,1804,Berlin, F. T. de La Garde,13.4050,52.5200,Humorous and satirical plays,"Kotzebue, A. von.",Kotzebue,,PT19.A43 v2,,1/4 Morocco with purple decorated paper over boards.,6 hand-colored engravings. 
buch_111,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,1805,Berlin, F. T. de La Garde,13.4050,52.5200,Humorous and satirical plays.,"Kotzebue, A. von.",Kotzebue,,PT19.A43 v3,,1/4 cloth with gray paper over boards. ,
buch_112,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,1807,Leipzig, P. G. Kummer,,,Drama,"Kotzebue, A. von.",Kotzebue,,PT19.A43 v5,,Green paper over boards; yellow edges.,
buch_113,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,1810,Riga, C. J. G. Hartmann,,,Drama,"Kotzebue, A. von.",Kotzebue,,PT19.A43 v8,,Illustrated black and cream paper over boards; green edges. ,6 hand-colored engravings. 
buch_114,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,1811,Leipzig, C. J. G. Hartmann,,,Drama,"Kotzebue, A. von.",Kotzebue,,PT19.A43 v9,,Rebound. Brown cloth over boards. ,6 handcolored engravings.
buch_115,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,1814,Leipzig, C. J. G. Hartmann,,,Drama,"Kotzebue, A. von.",Kotzebue,,PT19.A43 v12,,Rebound. Brown cloth over boards. ,6 handcolored engravings.
buch_116,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,1818,Leipzig, P. G. Kummer,,,Drama,"Kotzebue, A. von.",Kotzebue,,PT19.A43 v16,,Spanish marbled paper over boards; red spine label; gold detailing on spine. ,7 handcolored engravings.
buch_117,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,1815,Wien, Anton Doll,,,Drama,"Kotzebue, A. von.",Kotzebue,,PT19.A431,Former owner's inscription: [illegible].,Spattered green paste paper over boards;,Missing 5 engravings.
buch_118,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,1831,Hamburg, Hoffmann & Campe,,,Drama,"Lebrün, Carl.","Töpfer, C; Charron.",,PT19.A43 v29,,Brown paste paper over boards; teal edges; manuscript spine label. ,5 handcolored engravings.
buch_119,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande,1827,Hamburg, Hoffmann & Campe,,,Drama,"Lebrün, Carl.",,,PT19.A43 v25,,Illustrated brown paper over boards; green edges.,6 handcolored engravings.
buch_120,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande 1825,1825,Leipzig, P.G. Kummer,,,Drama,"Lebrün, Carl.","Lebrün, C., Deinhardstein",,PT19.A43v23,,Illustrated green paper over boards; blue end papers.,Colored Engravings
buch_121,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande 1826,1823,Leipzig, P. G. Kumme,,,Drama,"Mehrern, von.","Lebrün, C.; Schütze; Deinhardstein; Döring, Georg.",,PT19.A43v21,,Illustrated red paper over boards; speckled blue sheath; green edges. ,6 handcolored engravings.
buch_122,record,Almanach dramatischer Spiele zur geselligen Unterhaltung auf dem Lande 1827,1821,Leipzig," Kummer, P. G",,,Drama,"Mehrern, von.","Contessa, C. W.; Hell, Th.; Lebrün, C.",,PT19.A43v19,Former owner's inscription: [illegible].,Illustrated blue boards.,5 handcolored engravings.
buch_123,record,Almanach für das kaiser]. koenigl. Hofoperntheater auf das Jahr 1846,1846,Wien, Franz Edlen van Schmid & J. J. Busch,,,Dance ; music ; poetry. Lists of opera house singers and scheduled operas. Musical scores (14 pp.).,"Bergmann, Ludwig.",,,PT19.A44,,Gilt stamped and embossed brown cloth over boards; gilt edges.,
buch_124,record,Almanach für Dichter und schöne Geister auf das Jahr 1785,1785,Gedruckt am Fuss des Parnasses [sic], n.p.,,,Calendar ; biographies of poets and writers. ,,Bürger; Goethe; Heinse; Kleist; Lessing; Gellert; Gleim; Herder; Klopstock; Schiller. ,,PT19.A45,,Brown paper over boards. ,
buch_125,record,Almanach für die Erwachsnere Jugend männlichen Geschlechts,1789,Leipzig, J. B. Beygang,,,Calendar ; poetry ; music ; nutrition. Musical scores (2 pp.).,"Ehrenberg, Franz",,,PT19.A452,Former owner's bookplate: [Illustration]; Ex Museo Aug: d. J.; gründling.,Illustrated gray paper over boards; gilt edges; marbled end papers. ,
buch_126,record,Almanach für Privatbühnen,1817,Leipzig, G. J. Göschen ,,,Drama,"Müllner, A.",Müllner; Wolff.,,PT19.A37,,Illustrated cream paper over boards; blue edges. ,
buch_127,record,Abendstunden der geselligen Unterhaltung geweiht,1823,Leipzig, Joh. Fr. Gleditsch,,,Monologues ; romances ; essays,,,Seems to be a reprint of the 1820 edition. ,PT19.A14 v.1,Former owner's inscription: [illegible].,Gray paper over boards; green edges; spine label. ,
buch_128,record,Abendstunden der geselligen Unterhaltung geweiht,1823,Leipzig, Joh. Fr. Gleditsch,,,Stories. ,,"Laun, Fr.",Seems to be a reprint of the 1820 edition. ,PT19.A14 v.2,,Gray paper over boards; green edges; spine label. ,
buch_129,record,Abendstunden der geselligen Unterhaltung geweiht,1821,Leipzig, Joh. Fr. Gleditsch,,,Stories ; poetry.,,,,PT19.A14 v.3,,Brown paper wrappers.,
buch_130,record,Abentheuerliche Wanderung von Weimar nach Carlsbad,1810,Leipzig, Johann Friedrich Gleditsch,,,Travel writing? ,"Schütze, St",,,PT19.A145,,Floral decorated paper over boards.,4 handcolored engravings.  
buch_131,record,Ährenlese vom Calenderfelde,1794,Berlin, F. T. Lagarde,13.4050,52.5200,Stories ; calendar,,Schink,,PT19.A16,,Decorated cream paper over boards. ,
buch_132,record,Aglaia: Jahrbuch für Frauenzimmer auf 1803,1803,Frankfurt a. M., August Hermann,,,Stories ; calendar.,"Stampeel, N. P.",,,PT19.A17,,Illustrated blue paper over boards; gilt edges. ,
buch_133,record,Aglaja: Ein Taschenbuch für das Jahr 1817,1817,Wien, Joh. Bapt. Wallishausser,,,Stories. ,,"Grillparzer, Fr.",,PT19.A198 v.3,,Gilt stamped white paper ober boards; gilt edges. ,
buch_134,record,Aglaja: Ein Taschenbuch für das Jahr 1820,1820,Wien, Joh. Bapt. Wallishausser,,,Stories. ,,,,PT19.A198 v.6,Fomer owner's inscription on inside of slip-case: [illegible].,Gilt-stamped red morocco in gilt-stamped red morocco slip case; gilt edges.,
buch_135,record,Aglaja: Ein Taschenbuch für das Jahr 1823,1823,Wien, Joh. Bapt. Wallishausser,,,Stories. ,,"Fouque, L.M.; Rückert. ",,PT19.A198 v.9,,Illustrated white paper over boards in tan paper slip case; gilt edges.,
buch_136,record,Aglaja: Taschenbuch für das Jahr 1824,1824,Wien, John Baptist Wallishausser,,,Stories,,,,PT19.A198 v.10,,Illustrated white paper over boards; gilt edges.,
buch_137,record,Aglaja: Taschenbuch für das Jahr 1825,1825,Wien, John Baptist Wallishausser,,,Stories,,"Rükert, Grillparzer",,PT19.A198v.11,,Pink gilt embossed boards; gilt edges; gilt decoration spine,
buch_138,record,Aglaja: Taschenbuch für das Jahr 1827,1827,Wien, John Baptist Wallishausser,,,Stories. ,,"Rükert, Grillparzer",,PT19.A198v.13,,Illustrated white paper over boards; gilt edges. ,
buch_139,record,Aglaja: Taschenbuch für das Jahr 1829,1829,Wien, John Baptist Wallishausser,,,Stories. ,,Grillparzer.,,PT19.A198v.15,,Illustrated tan paper over boards; gilt edges. ,
buch_140,record,Aglaja: Taschenbuch für das Jahr 1830,1830,Wien, John Baptist Wallishausser,,,Stories. ,,,,PT19.A198v.16,,Green paper wrapper; no spine; gilt edges. ,
buch_141,record,Aglaja: Taschenbuch für das Jahr 1831,1831,Wien, John Baptist Wallishausser,,,Stories. ,,,,PT19.A198v.17,Former owner's manuscript: [illegible].,Gilt-stamped blue satin over boards; gilt edges. ,
buch_142,record,Aglaja: Taschenbuch für das Jahr 1832,1832,Wien, John Baptist Wallishausser,,,Stories. ,,,,PT19.A198v.18,,Illustrated pink paper over boards in blue boards slip case; gilt edges.,
buch_143,record,Aglaja: Taschenbuch I,1833,Wien, John Baptist Wallishausser,,,Stories. ,,Grillparzer.,,PT19.A2 v.1,,Pink paper over boards; gilt edges; spine label.,"Neue Wohlfeilere Ausgabe. [New, cheaper edition]."
buch_144,record,Aglaja: Taschenbuch II,1834,Wien, John Baptist Wallishausser,,,Stories. ,,Grillparzer. ,,PT19.A2 v.2,,Pink paper over boards; gilt edges; spine label.,"Neue Wohlfeilere Ausgabe. [New, cheaper edition]."
buch_145,record,Aglaja: Taschenbuch III,n.d.,Wien, John Baptist Wallishausser,,,Stories ; poems. ,,Grillparzer; Rückert.,,PT19.A2 v.3,,Pink paper over boards in pink board slip case; gilt edges; spine label.,"Neue Wohlfeilere Ausgabe. [New, cheaper edition]."
buch_146,record,Aglaja: Taschenbuch IV,n.d.,Wien, John Baptist Wallishausser,,,Stories ; poems. ,,,,PT19.A2 v.4,,Gilt-stamped blue paper over boards; partially rebounds; gilt edges.,"Neue Wohlfeilere Ausgabe. [New, cheaper edition]."
buch_147,record,Aglaja: Taschenbuch V,n.d.,Wien, John Baptist Wallishausser,,,Stories ; poems. ,,,"Engraving designed by Corregio, Raphael, Da Vinci featured. ",PT19.A2 v.5,,Gilt-stamped green paper over boards; gilt edges; partially rebound.,"Neue Wohlfeilere Ausgabe. [New, cheaper edition]."
buch_148,record,Aglaja: Taschenbuch VI,n.d.,Wien, John Baptist Wallishausser,,,Stories ; poems. ,,,Engraving designed by Rembrandt.,PT19.A2 v.6,,Gilt stamped pink paper over boards; gilt edges. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition]."
buch_149,record,Aglaja: Taschenbuch VIII,n.d.,Wien, John Baptist Wallishausser,,,Stories ; poems. ,,,,PT19.A2 v.8,,Illustrated white paper over boards; gilt edges; partially rebounds. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition]."
buch_150,record,Aglaja: Taschenbuch IX,n.d.,Wien, John Baptist Wallishausser,,,Stories ; poems. ,,Rückert; Grillparzer. ,,PT19.A2 v.9,Former owner's inscription on end-paper: 4.50; Richard [Guillpangen?].,Gilt-stamped gray paper over boards; gilt edges. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition]."
buch_151,record,Aglaja: Taschenbuch XI,n.d.,Wien, John Baptist Wallishausser,,,Stories ; poems. ,,Castelli; Manfred.,,PT19.A2 v.11,,Gilt-stamped blue paper over boards; partially rebounds; gilt edges.,"Neue Wohlfeilere Ausgabe. [New, cheaper edition]."
buch_152,record,Aglaja: Taschenbuch XII,n.d. [1836].,Wien, John Baptist Wallishausser,,,Stories ; poems. ,,,,PT19.A2 v.12,Former owner's inscription on title page: 1836.,Gilt stamped pink paper over boards; gilt edges. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition]."
buch_153,record,Aglaja: Taschenbuch XIII,n.d.,Wien, John Baptist Wallishausser,,,Stories ; poems. ,,Castelli; Grillparzer. ,,PT19.A2 v.13,,Copper-stamped cream paper over boards; gilt edges. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition]."
buch_154,record,Aglaja: Taschenbuch XIV,n.d.,Wien, John Baptist Wallishausser,,,Stories ; poems. ,,,,PT19.A2 v.14,,Copper-stamped yellow paper over boards; gilt edges. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition]."
buch_155,record,Aglaja: Taschenbuch XV,n.d.,Wien, John Baptist Wallishausser,,,Stories ; poems. ,,,,PT19.A2 v.15,Former owner's inscription: [In H. Lipr.].,Copper-stamped yellow paper over boards; gilt edges. ,"Neue Wohlfeilere Ausgabe. [New, cheaper edition]."
buch_156,record,Almanach für Privatbühnen.,1818,Leipzig, Georg Joachim Göschen,,,Drama ; essays ; directions to build a small theater.,"Müllner, A.",,,PT19.A47 v.2,,1/4 calf binding with tan schrottel marbled boards.,
buch_157,record,Almanach für Privatbühnen.,1819,Leipzig, Georg Joachim Göschen,,,Drama [two comedies ; two dramas].,"Müllner, A.",,,PT19.A47 v.3,,Illustrated white paper over boards; blue edges. ,
buch_158,record,Almanach fürs Lustspiel.,1839,Stuttgart, Hallberg'sche Verlagshandlung,,,Comedies. ,"Zedlitz, J. Ch. Baron.",,Linke Library Copy.  ,PT19.A474,Fomer owner's stamp: Lincke. Heavy annotations in pencil throughout. ,1/4 calf with spattered brown paste paper over boards; red edges. ,Advertisements in the back.
buch_159,record,Almanach lustiger Schwänke für die Bühne.,1816,Berlin, Maurerschen Buchhandlung,,,6 satirical plays.,"Friedrich, T. H.",,,PT19.A485,,1/4 calf with spattered brown paste paper over boards; red edges. ,
buch_160,record,Almanach für Privatbühne,1839,Riga und Leipzig, Eduard Frantzen,,,Drama.,"Holtei, Karl von.",,,PT19.A466,,Illustrated cream paper over boards.,
buch_161,record,Almanach poetischer Spiele auf das Jahr 1815.,1815,Frankfurt am Main, Friedrich Wilmans,,,Epigrams; poetry. ,"Haug, Friedrich.",,,PT19.A5 v.1,,Illustrated brown paper over boards. ,
buch_162,record,Almanach poetischer Spiele auf das Jahr 1816,1816,Frankfurt am Main, Friedrich Wilmans,,,Poetry ; puzzles,"Haug, Friedrich.",,,PT19.A5 v.2,Former owner's inscription: [Illegible]; Former owner's stamp: Leihbibliothek Stuttgard C.H. Kettner.,Marbled black paper over boards; green manuscript spine label. ,
